DadoBranco|DadoVerde|DadoAzul|DadoVermelho|Possivel|Nomenclatura
11|an e aberta|N (Amina/Amida)|Etil|Sim |4-etilundecanamina / 6-etilundecanamina / 8-etilundecanamina / 3-etilundecanamida / 5-etilundecanamida / 7-etilundecanamida
11|an e fechada |CxHy (Hidrocarboneto)|Etil|Sim |4-etilciclo-undecano / 6-etilciclo-undecano / 8-etilciclo-undecano
11|an e fechada |C=O (Aldeído/Cetona)|Etil|Sim |3-etilciclo-undecan-1-ona / 6-etilciclo-undecan-2-ona / 9-etilciclo-undecan-3-ona
11|an e fechada |OH (Álcool/Enol/Fenol)|Etil|Não |Não definido
11|an e fechada |-O- (Éter)|Etil|Sim |5-etilciclo-undecan-1-ol / 7-etilciclo-undecan-1-ol / 4-etilciclo-undecan-1-ol
11|an e fechada |-COO- (Ácido Carboxílico/Éster)|Etil|Sim |Ácido 9-etilciclo-undecanoico / Ácido 7-etilciclo-undecanoico / Ácido 5-etilciclo-undecanoico
11|an e fechada |N (Amina/Amida)|Etil|Sim |5-etilciclo-undecanamida / 7-etilciclo-undecanamida / 5-etilciclo-undecanamina / 7-etilciclo-undecanamina
11|en e aberta|CxHy (Hidrocarboneto)|Etil|Sim |3-etilundec-1-eno / 5-etilundec-2-eno / 7-etilundec-3-eno
11|en e aberta|C=O (Aldeído/Cetona)|Etil|Sim |3-etilundecanal / 5-etilundecanal / 4-etilundecan-2-ona / 6-etilundecan-4-ona
11|en e aberta|OH (Álcool/Enol/Fenol)|Etil|Sim |Metoxi 5-etildec-3-eno / Etoxi 4-etilhept-3-eno / Propoxi 5-etiloct-4-eno
11|en e aberta|-O- (Éter)|Etil|Sim |6-etilundec-3-en-1-ol / 4-etilundec-2-en-1-ol / 2-etilundec-1-en-1-ol
11|en e aberta|-COO- (Ácido Carboxílico/Éster)|Etil|Sim |Ácido 7-etilundec-3-enoico / Ácido 3-etilundec-1-enoico / Ácido 5-etilundec-2-enoico
11|en e aberta|N (Amina/Amida)|Etil|Sim |3-etilundecan-1-amina / 5-etilundecan-2-amina / 3-etilundecanamida / 5-etilundecanamida
11|en e fechada |CxHy (Hidrocarboneto)|Etil|Sim |3-etilciclo-undec-1-eno / 5-etilciclo-undec-1-eno / 7-etilciclo-undec-1-eno
11|en e fechada |C=O (Aldeído/Cetona)|Etil|Sim |3-etilciclo-undec-1-enona / 5-etilciclo-undec-3-enona / 7-etilciclo-undec-5-enona
11|en e fechada |OH (Álcool/Enol/Fenol)|Etil|Não |Não definido
11|en e fechada |-O- (Éter)|Etil|Sim |3-etilciclo-undec-1-en-1-ol / 5-etilciclo-undec-1-en-1-ol / 7-etilciclo-undec-1-en-1-ol
11|en e fechada |-COO- (Ácido Carboxílico/Éster)|Etil|Sim |Ácido 3-etilciclo-undec-1-enoico / Ácido 5-etilciclo-undec-3-enoico / Ácido 7-etilciclo-undec-5-enoico
11|en e fechada |N (Amina/Amida)|Etil|Sim |3-etilciclo-undec-1-enamida / 5-etilciclo-undec-3-enamida / 5-etilciclo-undec-3-en-1-amina / 7-etilciclo-undec-5-en-1-amina
11|in e aberta|CxHy (Hidrocarboneto)|Etil|Sim |4-etilundec-1-ino / 6-etilundec-3-ino / 8-etilundec-2-ino
11|in e aberta|C=O (Aldeído/Cetona)|Etil|Sim |4-etil-undec-3-in-1-al / 6-etilundec-1-in-3-ona
11|in e aberta|OH (Álcool/Enol/Fenol)|Etil|Não |Não definido
11|in e aberta|-O- (Éter)|Etil|Não |4-etil-undec-1-in-3-ol / 6-etil-undec-1-in-5-ol
11|in e aberta|-COO- (Ácido Carboxílico/Éster)|Etil|Sim |Ácido 8-etil-5-undecinoico / Ácido 6-etil-3-undecinoico / Ácido 4-etil-1-undecinoico
11|in e aberta|N (Amina/Amida)|Etil|Sim |4-etil-undec-1-in-4-amina / 8-etil-undec-2-in-5-amina
11|in e fechada|CxHy (Hidrocarboneto)|Etil|Sim |5-etilciclo-undecino / 6-etilciclo-undecino / 8-etilciclo-undecino / 7-etilciclo-undecino
11|in e fechada|C=O (Aldeído/Cetona)|Etil|Não |Não definido
11|in e fechada|OH (Álcool/Enol/Fenol)|Etil|Não |Não definido
11|in e fechada|-O- (Éter)|Etil|Não |Não definido
11|in e fechada|-COO- (Ácido Carboxílico/Éster)|Etil|Não |Não definido
11|in e fechada|N (Amina/Amida)|Etil|Não |Não definido
12|an e aberta|CxHy (Hidrocarboneto)|Etil|Sim |3-etildodecano / 4-etildodecano / 5-etildodecano / 6-etildodecano / 7-etildodecano
12|an e aberta|C=O (Aldeído/Cetona)|Etil|Sim |4-etildodecan-2-ona / 6-etildodecan-4-ona / 8-etildodecan-2-ona / 4-etildodecanal / 6-etildodecanal
12|an e aberta|OH (Álcool/Enol/Fenol)|Etil|Sim |Etoxi 3-etildecano / Propoxi 4-etilnonano / Butoxi 4-etil-octano
12|an e aberta|-O- (Éter)|Etil|Sim |8-Etildodecan-1-ol / 6-Etildodecan-1-ol / 4-Etildodecan-1-ol
12|an e aberta|-COO- (Ácido Carboxílico/Éster)|Etil|Sim |Ácido 4-Etildodecanoico / Ácido 6-Etildodecanoico / Ácido 8-Etildodecanoico / 4-etil-undecanoato de metil / 4-etilpentanoato de hexila
12|an e aberta|N (Amina/Amida)|Etil|Sim |4-Etildodec-1-amina / 6-Etildodec-1-amina / 8-Etildodec-1-amina / 4-Etildodecanamida / 6-Etildodecanamida / 8-Etildodecanamida
12|an e fechada |CxHy (Hidrocarboneto)|Etil|Sim |Etileiclododecano
12|an e fechada |C=O (Aldeído/Cetona)|Etil|Sim |-Etilciclododecan-1-ona / 6-Etilciclododecan-1-ona / 8-Etilciclododecan-1-ona
12|an e fechada |OH (Álcool/Enol/Fenol)|Etil|Sim |Não definido
12|an e fechada |-O- (Éter)|Etil|Sim |4-Etilciclododecan-1-ol / 6-Etilciclododecan-1-ol / 8-Etilciclododecan-1-ol / 3-Etilciclododecan-1-ol / 5-Etilciclododecan-1-ol
12|an e fechada |-COO- (Ácido Carboxílico/Éster)|Etil|Sim |2-Metilciclododecan-1-oico/4-Metilciclododecan-1-oico/6-Metilciclododecan-1-oico
12|an e fechada |N (Amina/Amida)|Etil|Sim |4-Etilciclododecan-1-amina / 6-Etilciclododecan-1-amina / 8-Etilciclododecan-1-amina / 4-Etilciclododecan-1-amida / 6-Etilciclododecan-1-amida
12|en e aberta|CxHy (Hidrocarboneto)|Etil|Sim |5-etildodec-1-eno / 7-etildodec-1-eno / 9-etildodec-1-eno / 6-etildodec-2-eno / 8-etildodec-2-eno / 10-etildodec-2-eno
12|en e aberta|C=O (Aldeído/Cetona)|Etil|Sim |6-etildodec-1-enal / 8-etildodec-1-enal / 10-etildodec-1-enal / 6-etildodec-2-en-1-ona / 8-etildodec-4-en-1-ona / 10-etildodec-6-en-1-ona
12|en e aberta|OH (Álcool/Enol/Fenol)|Etil|Sim |Metoxi 5-etil-undec-2-eno / Etoxi 6-etildodec-3-eno / Propoxi 6-etilnon-3-eno / Butoxi 8-etil-oct-2-eno
12|en e aberta|-O- (Éter)|Etil|Sim |4-etildodec-1-en-1-ol / 6-etildodec-1-en-1-ol / 8-etildodec-1-en-1-ol / 4-etildodec-1-en-2-ol / 6-etildodec-1-en-2-ol / 8-etildodec-1-en-2-ol
12|en e aberta|-COO- (Ácido Carboxílico/Éster)|Etil|Sim |Ácido 4-etildodec-1-en-1-óico / Ácido 6-etildodec-1-en-1-óico / Ácido 8-etildodec-1-en-1-óico / Ácido 4-etildodec-1-en-2-óico
12|en e aberta|N (Amina/Amida)|Etil|Sim |4-etildodec-1-en-1-amina / 6-etildodec-1-en-1-amina / 8-etildodec-1-en-1-amina / 4-etildodec-1-en-2-amida / 6-etildodec-1-en-2-amida
12|en e fechada |CxHy (Hidrocarboneto)|Etil|Sim |5-Etilciclododec-1-eno / 7-Etilciclododec-1-eno / 9-Etilciclododec-1-eno / 5-Etilciclododec-3-eno / 7-Etilciclododec-3-eno / 9-Etilciclododec-3-eno
12|en e fechada |C=O (Aldeído/Cetona)|Etil|Sim |2-Metilciclododecan-3-en-1-ona/4-Metilciclododecan-3-en-1-ona/6-Metilciclododecan-3-en-1-ona4-Etilciclododecan-3-en-1-ona / 6-Etilciclododecan-3-en-1-ona / 8-Etilciclododecan-3-en-1-ona
12|en e fechada |OH (Álcool/Enol/Fenol)|Etil|Não |Não definido
12|en e fechada |-O- (Éter)|Etil|Sim |4-Etilciclododec-1-en-1-ol / 6-Etilciclododec-1-en-1-ol / 8-Etilciclododec-1-en-1-ol / 4-Etilciclododec-3-en-1-ol / 6-Etilciclododec-3-en-1-ol
12|en e fechada |-COO- (Ácido Carboxílico/Éster)|Etil|Sim |Ácido 4-Etilciclododec-1-en-1-oico / Ácido 6-Etilciclododec-1-en-1-oico / Ácido 8-Etilciclododec-1-en-1-oico / Ácido 4-Etilciclododec-3-en-1-oico
12|en e fechada |N (Amina/Amida)|Etil|Sim |-Etilciclododec-1-en-1-amina / 6-Etilciclododec-1-en-1-amina / 4-Etilciclododec-3-en-1-amina / 6-Etilciclododec-1-en-1-amida / 8-Etilciclododec-3-en-1-amida
12|in e aberta|CxHy (Hidrocarboneto)|Etil|Sim |4-etildodec-1-ino / 5-etildodec-1-ino / 6-etildodec-1-ino / 4-etildodec-3-ino / 5-etildodec-3-ino / 6-etildodec-3-ino
12|in e aberta|C=O (Aldeído/Cetona)|Etil|Sim |5-etildodec-3-inal / 6-etildodec-3-inal / 5-etilundec-3-in-1-ona / 6-etilundec-1-in-3-ona
12|in e aberta|OH (Álcool/Enol/Fenol)|Etil|Sim |Metoxi 5-etildodec-1-ino / Etoxi 6-etildodec-1-ino
12|in e aberta|-O- (Éter)|Etil|Sim |3-Etildodec-1-in-4-ol / 4-Etildodec-1-in-5-ol / 5-Etildodec-1-in-6-ol / 3-Etildodec-3-in-4-ol / 4-Etildodec-3-in-5-ol / 5-Etildodec-3-in-6-ol
12|in e aberta|-COO- (Ácido Carboxílico/Éster)|Etil|Sim |Ácido 3-Etildodec-1-in-4-oico / Ácido 4-Etildodec-1-in-5-oico / Ácido 5-Etildodec-1-in-6-oico / Ácido 3-Etildodec-3-in-4-oico / Ácido 4-Etildodec-3-in-5-oico
12|in e aberta|N (Amina/Amida)|Etil|Sim |3-Etildodec-1-in-4-amina / 4-Etildodec-1-in-5-amina / 5-Etildodec-1-in-6-amina / 3-Etildodec-1-in-4-amida / 4-Etildodec-1-in-5-amida
12|in e fechada|CxHy (Hidrocarboneto)|Etil|Sim |4-Etildodec-1-ino / 5-Etildodec-1-ino / 6-Etildodec-1-ino
12|in e fechada|C=O (Aldeído/Cetona)|Etil|Sim |4-etilcildodecin-6-ona
12|in e fechada|OH (Álcool/Enol/Fenol)|Etil|Não |Não definido
12|in e fechada|-O- (Éter)|Etil|Sim |4-Etildodec-1-in-6-ol / 5-Etildodec-1-in-5-ol / 6-Etildodec-1-in-6-o
12|in e fechada|-COO- (Ácido Carboxílico/Éster)|Etil|Não |Não definido
12|in e fechada|N (Amina/Amida)|Etil|Não |Não definido
1|an e aberta|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
1|an e aberta|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
1|an e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
1|an e aberta|-O- (Éter)|Dimetil|Não |Não definido
1|an e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
1|an e aberta|N (Amina/Amida)|Dimetil|Não |Não definido
1|an e fechada|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
1|an e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
1|an e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
1|an e fechada|-O- (Éter)|Dimetil|Não |Não definido
1|an e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
1|an e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
1|en e aberta|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
1|en e aberta|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
1|en e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
1|en e aberta|-O- (Éter)|Dimetil|Não |Não definido
1|en e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
1|en e aberta|N (Amina/Amida)|Dimetil|Não |Não definido
1|en e fechada|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
1|en e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
1|en e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
1|en e fechada|-O- (Éter)|Dimetil|Não |Não definido
1|en e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
1|en e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
1|in e aberta|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
1|in e aberta|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
1|in e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
1|in e aberta|-O- (Éter)|Dimetil|Não |Não definido
1|in e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
1|in e aberta|N (Amina/Amida)|Dimetil|Não |Não definido
1|in e fechada|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
1|in e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
1|in e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
1|in e fechada|-O- (Éter)|Dimetil|Não |Não definido
1|in e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
1|in e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
2|an e aberta|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
2|an e aberta|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
2|an e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
2|an e aberta|-O- (Éter)|Dimetil|Não |Não definido
2|an e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
2|an e aberta|N (Amina/Amida)|Dimetil|Não |Não definido
2|an e fechada|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
2|an e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
2|an e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
2|an e fechada|-O- (Éter)|Dimetil|Não |Não definido
2|an e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
2|an e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
2|en e aberta|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
2|en e aberta|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
2|en e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
2|en e aberta|-O- (Éter)|Dimetil|Não |Não definido
2|en e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
2|en e aberta|N (Amina/Amida)|Dimetil|Não |Não definido
2|en e fechada|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
2|en e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
2|en e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
2|en e fechada|-O- (Éter)|Dimetil|Não |Não definido
2|en e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
2|en e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
2|in e aberta|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
2|in e aberta|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
2|in e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
2|in e aberta|-O- (Éter)|Dimetil|Não |Não definido
2|in e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
2|in e aberta|N (Amina/Amida)|Dimetil|Não |Não definido
2|in e fechada|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
2|in e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
2|in e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
2|in e fechada|-O- (Éter)|Dimetil|Não |Não definido
2|in e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
2|in e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
3|an e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |dimetil propano
3|an e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |2,2-dimetilpropanal
3|an e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |2,2-dimetilpropan-1-ol/
3|an e aberta|-O- (Éter)|Dimetil|Não |Não definido
3|an e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,2-dimetilpropanoico
3|an e aberta|N (Amina/Amida)|Dimetil|Sim |2,2-dimetilpropan-1-amina/ 2,2-dimetilpropan-1-amida
3|an e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |Dimetilciclopropano
3|an e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |Dimetilciclopropanona
3|an e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Dimetilciclopropanol
3|an e fechada|-O- (Éter)|Dimetil|Sim |Não definido
3|an e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,2-dimetilciclopropanoico
3|an e fechada|N (Amina/Amida)|Dimetil|Sim |2,2-dimetilciclopropanamina
3|en e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-dimetilpropeno
3|en e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |2,2-dimetilpropenal/3-metil
3|en e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |2,2-dimetilprop-2-en-1-ol
3|en e aberta|-O- (Éter)|Dimetil|Não |Não definido
3|en e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
3|en e aberta|N (Amina/Amida)|Dimetil|Sim |2,2-dimetilprop-1-enamina
3|en e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-dimetilciclopropeno
3|en e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
3|en e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
3|en e fechada|-O- (Éter)|Dimetil|Não |Não definido
3|en e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
3|en e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
3|in e aberta|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
3|in e aberta|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
3|in e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
3|in e aberta|-O- (Éter)|Dimetil|Não |Não definido
3|in e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
3|in e aberta|N (Amina/Amida)|Dimetil|Não |Não definido
3|in e fechada|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
3|in e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
3|in e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
3|in e fechada|-O- (Éter)|Dimetil|Não |Não definido
3|in e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
3|in e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
4|an e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-dimetilbutano/2,3-dimetilbutano
4|an e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |3,3-dimetilbutan-2-ona/2,2-dimetilbutanal/2,3-dimetilbutanal
4|an e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |2,3-dimetilbutan-2-ol/2,2-metilbutan-1-ol
4|an e aberta|-O- (Éter)|Dimetil|Sim |Etoxi 1,2-dimetiletano/Metoxi 2,2-dimetilpropano/
4|an e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,2-dimetilbutanoico/Ácido 2,3-dimetilbutanoico/2,2-dimetilpropanoato de metila
4|an e aberta|N (Amina/Amida)|Dimetil|Sim |2,2-dimetilbutan-1-amina/2,3-dimetilbutan-2-amina/2,3-dimetilbutan-1-amina/3,3-dimetilbutanamida
4|an e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |Dimetilciclobutano/1,2-dimetilciclobutano
4|an e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |Dimetilciclobutanona/ /2,3-dimetilciclobutano
4|an e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |2,2-dimetilciclobutanol/3,3-dimetilciclobutanol
4|an e fechada|-O- (Éter)|Dimetil|Sim |2-Metiltetrahidrofurano/3-Metiltetrahidrofurano
4|an e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,2-dietilciclobutanocarboxílico/Dimetilciclobutanocarboxilato.
4|an e fechada|N (Amina/Amida)|Dimetil|Sim |2,3-dimetilciclobutanamina/2,3-dimetilciclobutanamida
4|en e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-dimetilbut-1-eno/2,3-dimetilbut-2-eno/2,3-dimetilbut-1-eno
4|en e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |2,3-dimetilbut-2-enal/
4|en e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |2,3-dimetilbut-1-en-3-ol
4|en e aberta|-O- (Éter)|Dimetil|Não |Não definido
4|en e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,3-dimetilbut-2-enoico
4|en e aberta|N (Amina/Amida)|Dimetil|Sim |2,3-dimetilbut-2-en-1-amina/2,3-dimetilbut-2-en-1-amida
4|en e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |2,3-dimetilciclobuteno/3,3-dimetilciclobuteno
4|en e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |4,4-dimetilciclobut-2-enona
4|en e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |1,2-dimetilciclobut-2-en-1-ol/3,4-dimetilciclobut-2-en-1-ol
4|en e fechada|-O- (Éter)|Dimetil|Sim |1,4-epoxipent-2-eno
4|en e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |2,2-dimetilciclobutanoato de metila
4|en e fechada|N (Amina/Amida)|Dimetil|Sim |N,N-dimetilciclobut-2-enamina/
4|in e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |3,3-dimetilbut-1-ino
4|in e aberta|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
4|in e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
4|in e aberta|-O- (Éter)|Dimetil|Não |Não definido
4|in e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
4|in e aberta|N (Amina/Amida)|Dimetil|Não |Não definido
4|in e fechada|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
4|in e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
4|in e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
4|in e fechada|-O- (Éter)|Dimetil|Não |Não definido
4|in e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
4|in e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
5|an e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-dimetilpentano/3,3-dimetilpentano/2,3-dimetilpentano/2,4-dimetilpentano
5|an e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |2,2-dimetilpentanal/3,3-metilpentanal/2,2-dimetilpentan-3-ona/3,3-metilpentan-2-ona
5|an e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Etoxi 1,2-dimetilpropano/ Metoxi 2,3-dimetilbutano
5|an e aberta|-O- (Éter)|Dimetil|Sim |2,2-dimetilpentan-1-ol/3,3-metilpentan-2-ol/2,3-metilpentan-2-ol/2,3-metilpentan-3-ol
5|an e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,2-dimetilpentanoico/ Ácido 3,3-dimetilpentanoico/ 2,2-dimetilpropanoato de etila
5|an e aberta|N (Amina/Amida)|Dimetil|Sim |3,3-dimetilpentan-2-amina/2,3-dimetilpentan-2-amina/N,N-dimetilpentanamida
5|an e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |1,2-dimetilciclopentano/1,3-dimetilciclopentano/1,1-dimetilciclopentano
5|an e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |2,2-dimetilciclopentanona/2,3-dimetilciclopentanona
5|an e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |1-oxa-3-metilciclopentano
5|an e fechada|-O- (Éter)|Dimetil|Sim |2,2-dimetilciclopentanol/1,2-dimetilciclopentanol/3,3-dimetilciclopentanol
5|an e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido dimetilciclopentaoico/
5|an e fechada|N (Amina/Amida)|Dimetil|Sim |3,3-dimetilpentan1-amina/2,2-dimetilpentan-1-amina/2,3-dimetilpentan1-amina/3,3-dimetilpenan-1-amida
5|en e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2,3-dimetilpent-1-eno/3,3-dimetilpent-1-eno/2,4-dimetilpent-1-eno/2,3-dimetilpent-2-eno/3,4-dimetilpent-2-eno
5|en e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |3,3-dimetilpent-2-enal./3,4-dimetilpent-2-enona/2,2-dimetilpent-1-enal
5|en e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Etoxi 1,2-dimetilprop-1-eno/
5|en e aberta|-O- (Éter)|Dimetil|Sim |3,3-dimetilpent-2-en-1-ol/2,3-dimetilpent-2-en-1-ol
5|en e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 3,4-dimetilpent-4-enoico/Ácido 2,3-dimetilpent-2-enoico/ 2,3-dimetilpro-2-enoato de etila
5|en e aberta|N (Amina/Amida)|Dimetil|Sim |3,3-dimetilpent-2-en-1-amina/2,3-dimetilpent-2-en-1-amina/2,3-dimetilpent-1-en-1-amina/3,3-dimetilpent-2-en-1-amida
5|en e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |1,2-dimetilciclopenteno/2,3-dimetilciclopenteno/3,3-metilciclopenteno
5|en e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |3,3-dimetilciclobut-2-enona
5|en e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
5|en e fechada|-O- (Éter)|Dimetil|Sim |2,3-dimetilciclopent-1-en-1-ol/2,3-dimetilciclopent-2-en-1-ol/3,3-dimetilciclopent-1-en-1-ol/
5|en e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,3-dimetilciclopent-2-enoico
5|en e fechada|N (Amina/Amida)|Dimetil|Sim |3,3-dimetilciclopent-2-en-1-amina/2,3-dimetilciclopent-2-en-1-amida
5|in e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |3,3-dimetilpent-1-ino/3,4-dimetilpent-1-ino
5|in e aberta|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
5|in e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
5|in e aberta|-O- (Éter)|Dimetil|Não |Não definido
5|in e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
5|in e aberta|N (Amina/Amida)|Dimetil|Não |Não definido
5|in e fechada|CxHy (Hidrocarboneto)|Dimetil|Não |Não definido
5|in e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
